date,adjusted,normalized,investment_value
2020-01-30,3283.659912109375,159.54037459964766,159540.37459964765
2020-01-31,3225.52001953125,156.71558138434213,156715.58138434213
2020-02-03,3248.919921875,157.85249241820097,157852.49241820097
2020-02-04,3297.590087890625,160.21718813145827,160217.18813145827
2020-02-05,3334.68994140625,162.01972697101567,162019.72697101568
2020-02-06,3345.780029296875,162.55855158250742,162558.5515825074
2020-02-07,3327.7099609375,161.68059663215934,161680.59663215934
2020-02-10,3352.090087890625,162.8651330004186,162865.1330004186
2020-02-11,3357.75,163.1401263073688,163140.1263073688
2020-02-12,3379.449951171875,164.19444326814417,164194.44326814418
2020-02-13,3373.93994140625,163.92673313811096,163926.73313811095
2020-02-14,3380.159912109375,164.22893753276097,164228.93753276096
2020-02-18,3370.2900390625,163.74939845584788,163749.39845584787
2020-02-19,3386.14990234375,164.5199680631506,164519.9680631506
2020-02-20,3373.22998046875,163.89223887349416,163892.23887349418
2020-02-21,3337.75,162.16840341967693,162168.40341967694
2020-02-24,3225.889892578125,156.73355208960157,156733.55208960158
2020-02-25,3128.2099609375,151.98766082743296,151987.66082743296
2020-02-26,3116.389892578125,151.4133692794886,151413.3692794886
2020-02-27,2978.760009765625,144.7264639215258,144726.4639215258
2020-02-28,2954.219970703125,143.53415804043158,143534.1580404316
2020-03-02,3090.22998046875,150.14236001265422,150142.36001265422
2020-03-03,3003.3701171875,145.92217415404536,145922.17415404535
2020-03-04,3130.1201171875,152.08046795479257,152080.46795479258
2020-03-05,3023.93994140625,146.92158260350325,146921.58260350325
2020-03-06,2972.3701171875,144.41600367812296,144416.00367812297
2020-03-09,2746.56005859375,133.4447635677935,133444.7635677935
2020-03-10,2882.22998046875,140.03644198065876,140036.44198065877
2020-03-11,2741.3798828125,133.19307879934811,133193.07879934812
2020-03-12,2480.639892578125,120.52472798698328,120524.72798698329
2020-03-13,2711.02001953125,131.7180100984688,131718.0100984688
2020-03-16,2386.1298828125,115.93285100672128,115932.85100672128
2020-03-17,2529.18994140625,122.88358766922562,122883.58766922561
2020-03-18,2398.10009765625,116.51443759343432,116514.43759343433
2020-03-19,2409.389892578125,117.06296519958099,117062.96519958098
2020-03-20,2304.919921875,111.9871721191447,111987.1721191447
2020-03-23,2237.39990234375,108.70663470134883,108706.63470134883
2020-03-24,2447.330078125,118.90633253253972,118906.33253253972
2020-03-25,2475.56005859375,120.27791843956868,120277.91843956868
2020-03-26,2630.070068359375,127.78496408290627,127784.96408290627
2020-03-27,2541.469970703125,123.48022694569063,123480.22694569064
2020-03-30,2626.64990234375,127.61879140305183,127618.79140305183
2020-03-31,2584.590087890625,125.5752671852431,125575.26718524311
2020-04-01,2470.5,120.03206970213822,120032.06970213822
2020-04-02,2526.89990234375,122.77232350068863,122772.32350068862
2020-04-03,2488.64990234375,120.91390347797795,120913.90347797795
2020-04-06,2663.679931640625,129.41793775303555,129417.93775303554
2020-04-07,2659.409912109375,129.2104739675652,129210.47396756521
2020-04-08,2749.97998046875,133.6109243857963,133610.9243857963
2020-04-09,2789.820068359375,135.5466006483451,135546.6006483451
2020-04-13,2761.6298828125,134.17694822313612,134176.94822313613
2020-04-14,2846.06005859375,138.27908493406056,138279.08493406055
2020-04-15,2783.360107421875,135.2327360535169,135232.7360535169
2020-04-16,2799.550048828125,136.01934288425906,136019.34288425907
2020-04-17,2874.56005859375,139.6637900490215,139663.79004902148
2020-04-20,2823.159912109375,137.1664551105424,137166.4551105424
2020-04-21,2736.56005859375,132.95890212394755,132958.90212394754
2020-04-22,2799.31005859375,136.0076826840808,136007.6826840808
2020-04-23,2797.800048828125,135.934317131586,135934.317131586
2020-04-24,2836.739990234375,137.82625874707767,137826.25874707766
2020-04-27,2878.47998046875,139.85424393921656,139854.24393921657
2020-04-28,2863.389892578125,139.12107475018644,139121.07475018644
2020-04-29,2939.510009765625,142.8194577544305,142819.45775443048
2020-04-30,2912.429931640625,141.50374116870316,141503.74116870316
2020-05-01,2830.7099609375,137.5332828730164,137533.2828730164
2020-05-04,2842.739990234375,138.11777561338525,138117.77561338525
2020-05-05,2868.43994140625,139.36643715169896,139366.43715169895
2020-05-06,2848.419921875,138.3937415921713,138393.74159217128
2020-05-07,2881.18994140625,139.98591049260253,139985.91049260253
2020-05-08,2929.800048828125,142.34768819035236,142347.68819035235
2020-05-11,2930.18994140625,142.36663156744763,142366.63156744762
2020-05-12,2870.1201171875,139.44807041479828,139448.07041479828
2020-05-13,2820.0,137.01292716455367,137012.92716455366
2020-05-14,2852.5,138.59197685705294,138591.97685705294
2020-05-15,2863.699951171875,139.13613930179005,139136.13930179004
2020-05-18,2953.909912109375,143.51909348882796,143519.09348882796
2020-05-19,2922.93994140625,142.0143820206593,142014.3820206593
2020-05-20,2971.610107421875,144.3790777339166,144379.0777339166
2020-05-21,2948.510009765625,143.25673305389185,143256.73305389186
2020-05-22,2955.449951171875,143.5939180490765,143593.9180490765
2020-05-26,2991.77001953125,145.35857013444343,145358.57013444343
2020-05-27,3036.1298828125,147.51384485670704,147513.84485670703
2020-05-28,3029.72998046875,147.2028982773863,147202.89827738632
2020-05-29,3044.31005859375,147.9112880583062,147911.2880583062
2020-06-01,3055.72998046875,148.46613803138575,148466.13803138575
2020-06-02,3080.820068359375,149.6851686642618,149685.1686642618
2020-06-03,3122.8701171875,151.72821840800427,151728.21840800426
2020-06-04,3112.35009765625,151.21709122013021,151217.0912201302
2020-06-05,3193.929931640625,155.18074081296623,155180.74081296622
2020-06-08,3232.389892578125,157.04936202810146,157049.36202810146
2020-06-09,3207.179931640625,155.82450722606208,155824.5072260621
2020-06-10,3190.139892578125,154.99659742785238,154996.59742785236
2020-06-11,3002.10009765625,145.8604688017288,145860.46880172883
2020-06-12,3041.31005859375,147.76552962515242,147765.5296251524
2020-06-15,3066.590087890625,148.99378877861716,148993.78877861716
2020-06-16,3124.739990234375,151.8190683298406,151819.0683298406
2020-06-17,3113.489990234375,151.27247420551393,151272.47420551392
2020-06-18,3115.340087890625,151.3623633173661,151362.36331736608
2020-06-19,3097.739990234375,150.50724243145658,150507.24243145657
2020-06-22,3117.860107421875,151.4848013501634,151484.80135016338
2020-06-23,3131.2900390625,152.13730994793002,152137.30994793
2020-06-24,3050.330078125,148.2037775964496,148203.77759644962
2020-06-25,3083.760009765625,149.8280090819081,149828.0090819081
2020-06-26,3009.050048828125,146.19814013283138,146198.14013283138
2020-06-29,3053.239990234375,148.3451590063422,148345.15900634218
2020-06-30,3100.2900390625,150.63113947200765,150631.13947200764
2020-07-01,3115.860107421875,151.38762906139422,151387.62906139423
2020-07-02,3130.010009765625,152.07511825969556,152075.11825969556
2020-07-06,3179.719970703125,154.49033359915742,154490.33359915743
2020-07-07,3145.320068359375,152.81897497706808,152818.97497706808
2020-07-08,3169.93994140625,154.0151596836539,154015.1596836539
2020-07-09,3152.050048828125,153.14595877982825,153145.95877982824
2020-07-10,3185.0400390625,154.74881520860194,154748.81520860194
2020-07-13,3155.219970703125,153.29997306173487,153299.97306173487
2020-07-14,3197.52001953125,155.35516934157351,155355.16934157352
2020-07-15,3226.56005859375,156.7661128723984,156766.1128723984
2020-07-16,3215.570068359375,156.23215162008577,156232.15162008576
2020-07-17,3224.72998046875,156.67719643238206,156677.19643238207
2020-07-20,3251.840087890625,157.9943720258631,157994.3720258631
2020-07-21,3257.300048828125,158.25965047630672,158259.6504763067
2020-07-22,3276.02001953125,159.1691816757641,159169.1816757641
2020-07-23,3235.659912109375,157.2082396691872,157208.2396691872
2020-07-24,3215.6298828125,156.23505777374157,156235.05777374157
2020-07-27,3239.409912109375,157.3904377106294,157390.43771062943
2020-07-28,3218.43994140625,156.3715876863067,156371.5876863067
2020-07-29,3258.43994140625,158.31503346169043,158315.03346169044
2020-07-30,3246.219970703125,157.72131220073288,157721.31220073288
2020-07-31,3271.1201171875,158.93111431302026,158931.11431302025
2020-08-03,3294.610107421875,160.0724023701403,160072.4023701403
2020-08-04,3306.510009765625,160.6505727435763,160650.5727435763
2020-08-05,3327.77001953125,161.68351464766684,161683.51464766683
2020-08-06,3349.159912109375,162.72276705683853,162722.76705683852
2020-08-07,3351.280029296875,162.8257753766227,162825.77537662268
2020-08-10,3360.469970703125,163.2722791966727,163272.27919667272
2020-08-11,3333.68994140625,161.97114082663109,161971.14082663108
2020-08-12,3380.35009765625,164.23817791520128,164238.1779152013
2020-08-13,3373.429931640625,163.90195373000077,163901.95373000077
2020-08-14,3372.85009765625,163.8737818323168,163873.7818323168
2020-08-17,3381.989990234375,164.3178539727773,164317.8539727773
2020-08-18,3389.780029296875,164.69634193542956,164696.34193542955
2020-08-19,3374.85009765625,163.970954121086,163970.95412108602
2020-08-20,3385.510009765625,164.4888781499592,164488.8781499592
2020-08-21,3397.159912109375,165.05490198729905,165054.90198729906
2020-08-24,3431.280029296875,166.71266692739016,166712.66692739015
2020-08-25,3443.6201171875,167.31222421936266,167312.22421936266
2020-08-26,3478.72998046875,169.0180771060688,169018.0771060688
2020-08-27,3484.550048828125,169.3008517877056,169300.8517877056
2020-08-28,3508.010009765625,170.44068083707188,170440.68083707188
2020-08-31,3500.31005859375,170.06656989768086,170066.56989768086
2020-09-01,3526.64990234375,171.34632134918598,171346.32134918598
